date,cas_confirmes,deces,reanimation,hospitalises,nouvelles_hospitalisations,nouvelles_reanimations,gueris
24/01/2021,3053617,51073,2965,26393,918,175,216965
24/01/2021,,51047,2955,26357,918,175,216934
25/01/2021,3057857,51518,3041,26924,1768,298,217708
25/01/2021,,51492,3031,26888,1773,299,217677
26/01/2021,3079943,51868,3081,27041,2002,343,219152
26/01/2021,,51842,3071,27005,2006,343,219121
27/01/2021,3106859,52218,3107,27169,1931,318,220570
27/01/2021,,52192,3097,27131,1933,318,220539
28/01/2021,3130629,52562,3111,27166,1719,270,221903
28/01/2021,,52536,3101,27128,1726,272,221872
29/01/2021,3153487,52917,3130,27308,1820,271,223174
29/01/2021,,52891,3120,27270,1823,271,223143
30/01/2021,3177879,53159,3113,27282,1174,192,224120
30/01/2021,,53133,3103,27242,1176,192,224089
31/01/2021,3197114,53354,3158,27613,816,148,224406
31/01/2021,,53328,3148,27573,816,148,224375
01/02/2021,3201461,53809,3228,27914,1748,318,225319
01/02/2021,,53783,3218,27874,1750,318,225288
02/02/2021,3224798,54213,3280,28071,2184,368,226896
02/02/2021,,54187,3270,28029,2189,369,226865
03/02/2021,3251160,54570,3277,27955,1878,275,228472
03/02/2021,,54544,3267,27953,1882,275,228441
04/02/2021,3274608,54927,3250,27808,1745,275,229975
04/02/2021,,54901,3240,27766,1752,275,229944
05/02/2021,3296747,55220,3245,27614,1715,254,231549
05/02/2021,,55194,3235,27572,1719,255,231518
06/02/2021,3317333,55411,3225,27369,1122,168,232693
06/02/2021,,55385,3215,27327,1126,168,232662
07/02/2021,3337048,55582,3272,27694,785,160,232977
07/02/2021,,55556,3262,27652,790,160,232946
08/02/2021,3341365,56040,3363,28037,1889,355,233993
08/02/2021,,56014,3353,27995,1893,356,233962
09/02/2021,3360235,56476,3342,27677,1926,333,235717
09/02/2021,,56450,3332,27634,1931,334,235686
10/02/2021,3385622,56772,3319,27461,1520,282,237113
10/02/2021,,56746,3309,27417,1525,282,237082
11/02/2021,3406685,57132,3337,27007,1610,269,238753
11/02/2021,,57106,3327,26963,1618,269,238722
12/02/2021,3427386,57449,3308,26468,1402,264,240290
12/02/2021,,57423,3298,26424,1405,264,240259
13/02/2021,3448617,57648,3304,26240,1082,191,241354
13/02/2021,,57622,3294,26196,1085,191,241323
14/02/2021,3465163,57815,3309,26445,649,113,241628
14/02/2021,,57789,3299,26401,651,113,241597
15/02/2021,3469539,58227,3381,26522,1426,306,242528
15/02/2021,,58201,3371,26478,1431,306,242497
16/02/2021,3489129,58578,3348,26239,1853,322,244238
16/02/2021,,58552,3338,26195,1857,323,244207
17/02/2021,3514147,58888,3350,25974,1555,309,245737
17/02/2021,,58862,3340,25929,1559,311,245706
18/02/2021,3536648,59159,3394,25762,1486,261,247127
18/02/2021,,59133,3384,25717,1490,262,247096
19/02/2021,3560764,59484,3390,25551,1537,308,248488
19/02/2021,,59458,3380,25506,1543,309,248457
20/02/2021,,59641,3369,25269,1029,195,249520
21/02/2021,,59800,3392,25464,593,141,249727
22/02/2021,,60133,3407,25831,1529,274,250532
23/02/2021,,60443,3435,25660,1780,345,252083
24/02/2021,,60720,3436,25614,1636,319,253450
25/02/2021,,60981,3430,25317,1454,301,254868
26/02/2021,,61265,3445,25130,1634,303,256326
27/02/2021,,61450,3453,24989,1007,208,257258
28/02/2021,,61572,3492,25280,728,164,257555
01/03/2021,,61947,3544,25430,1393,347,258384
02/03/2021,,62247,3586,25263,1705,366,259893
03/03/2021,,62569,3637,25111,1622,322,261289
04/03/2021,,62862,3633,24891,1538,293,262690
05/03/2021,,63100,3680,24765,1397,324,263919
06/03/2021,,63270,3689,24625,1097,233,264909
07/03/2021,,63400,3743,24818,720,187,265295
08/03/2021,,63759,3849,25195,1584,381,266096
09/03/2021,,64057,3918,25201,1810,421,267539
10/03/2021,,64321,3918,24969,1574,343,269019
11/03/2021,,64586,3992,24858,1609,385,270433
12/03/2021,,64809,4033,24749,1448,306,271678
13/03/2021,,64978,4070,24671,1087,263,272615
14/03/2021,,65118,4127,24989,821,188,272960
15/03/2021,,65451,4219,25469,1676,401,273771
16/03/2021,,65765,4239,25492,2005,435,275360
17/03/2021,,66006,4219,25314,1745,357,276993
18/03/2021,,66274,4246,25389,1661,382,278263
19/03/2021,,66559,4287,25339,1699,383,279646
20/03/2021,,66735,4353,25537,1348,317,280571
21/03/2021,,66873,4406,25926,926,196,280955
22/03/2021,,67216,4548,26488,1902,471,281885
23/03/2021,,67503,4634,26756,2286,488,283507
24/03/2021,,67748,4651,26876,2130,384,285199
25/03/2021,,67973,4709,27036,1860,408,286607
26/03/2021,,68276,4766,27242,2048,476,288062
27/03/2021,,68466,4791,27259,1567,332,289350
28/03/2021,,68597,4872,27712,1017,238,289752
29/03/2021,,68957,4974,28322,2099,484,290810
